Name,Type,Value_0,Value_1,Value_2,Value_3,Value_4,Threshold,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Value_45,Value_46,Value_47,Value_48,Value_49
List_95,sumList,32,23.0,55.0,95.0,53.0,61.57280291214149,37.0,56.0,72.0,69.0,52.0,56.0,53.0,64.0,25.0,52.0,95.0,28.0,26.0,4.0,6.0,43.0,43.0,28.0,79.0,4.0,82.0,95.0,33.0,,,,,,,,,,,,,,,,,,,,,,
List_96,stdList,79,61.0,45.0,46.0,77.0,-47.38639719673809,74.0,12.0,25.0,45.0,47.0,68.0,52.0,81.0,9.0,29.0,49.0,90.0,41.0,70.0,73.0,20.0,69.0,40.0,98.0,94.0,12.0,97.0,61.0,95.0,55.0,1.0,40.0,75.0,29.0,9.0,62.0,51.0,82.0,29.0,81.0,31.0,87.0,3.0,91.0,18.0,93.0,65.0,53.0,,
List_97,stdList,87,2.0,48.0,90.0,72.0,36.055159870106564,73.0,55.0,26.0,55.0,14.0,79.0,72.0,65.0,17.0,59.0,60.0,14.0,55.0,7.0,21.0,35.0,93.0,56.0,31.0,33.0,81.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
List_98,stdList,77,89.0,79.0,100.0,86.0,37.875062319933484,96.0,13.0,9.0,41.0,17.0,57.0,56.0,91.0,7.0,94.0,37.0,73.0,31.0,57.0,94.0,1.0,18.0,68.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_99,meanList,96,37.0,70.0,,,169.51881361389695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_100,meanList,40,88.0,,,,-3.433148024434601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_101,meanList,22,49.0,98.0,47.0,78.0,57.87349707528954,49.0,62.0,4.0,35.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_102,meanList,29,80.0,87.0,73.0,16.0,28.46681644491185,8.0,59.0,1.0,23.0,40.0,14.0,45.0,79.0,55.0,91.0,51.0,82.0,50.0,36.0,70.0,5.0,91.0,10.0,63.0,10.0,5.0,45.0,54.0,28.0,61.0,83.0,75.0,10.0,56.0,51.0,52.0,75.0,44.0,56.0,83.0,69.0,83.0,85.0,3.0,14.0,,,,,
List_103,stdList,7,29.0,60.0,66.0,72.0,7.190637862066708,23.0,29.0,64.0,74.0,21.0,29.0,82.0,64.0,16.0,55.0,82.0,3.0,45.0,83.0,42.0,20.0,62.0,52.0,65.0,11.0,75.0,25.0,,,,,,,,,,,,,,,,,,,,,,,
List_104,stdList,9,54.0,52.0,7.0,34.0,-37.02065476341993,54.0,87.0,97.0,36.0,10.0,6.0,26.0,66.0,77.0,7.0,22.0,67.0,76.0,60.0,27.0,56.0,1.0,93.0,29.0,43.0,79.0,4.0,32.0,69.0,48.0,1.0,94.0,40.0,1.0,59.0,46.0,36.0,94.0,14.0,2.0,22.0,48.0,46.0,43.0,7.0,,,,,
List_105,sumList,93,42.0,41.0,58.0,100.0,82.62386107401618,22.0,70.0,74.0,73.0,53.0,5.0,60.0,86.0,65.0,5.0,59.0,35.0,13.0,29.0,30.0,83.0,60.0,100.0,2.0,55.0,94.0,31.0,73.0,30.0,87.0,100.0,7.0,34.0,35.0,90.0,100.0,100.0,30.0,60.0,98.0,,,,,,,,,,
List_106,stdList,91,56.0,96.0,46.0,76.0,4.539985281686424,23.0,55.0,53.0,63.0,31.0,90.0,4.0,99.0,48.0,44.0,26.0,54.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_107,meanList,55,25.0,74.0,34.0,12.0,-13.565184102757712,36.0,54.0,75.0,19.0,90.0,24.0,76.0,54.0,53.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_108,sumList,61,31.0,100.0,63.0,44.0,-15.87319200682648,19.0,52.0,48.0,19.0,55.0,27.0,5.0,44.0,25.0,29.0,33.0,64.0,2.0,22.0,28.0,76.0,75.0,35.0,62.0,92.0,11.0,68.0,28.0,55.0,22.0,72.0,23.0,79.0,11.0,79.0,22.0,76.0,25.0,73.0,11.0,74.0,77.0,68.0,31.0,10.0,25.0,,,,
List_109,sumList,60,16.0,40.0,99.0,40.0,31.58588922733354,23.0,97.0,2.0,100.0,63.0,31.0,39.0,42.0,13.0,60.0,55.0,6.0,79.0,14.0,18.0,68.0,1.0,43.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_110,meanList,17,80.0,53.0,68.0,39.0,110.20402030411229,94.0,49.0,58.0,22.0,68.0,12.0,62.0,81.0,3.0,40.0,2.0,96.0,30.0,92.0,4.0,7.0,65.0,90.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_111,sumList,74,89.0,13.0,57.0,98.0,-806.4306440551,10.0,49.0,73.0,99.0,90.0,13.0,87.0,70.0,18.0,72.0,63.0,16.0,67.0,87.0,6.0,20.0,19.0,15.0,79.0,81.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
List_112,meanList,74,80.0,57.0,89.0,27.0,1121.6659607177928,7.0,96.0,38.0,10.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_113,stdList,36,68.0,54.0,7.0,21.0,2533.0452679697178,96.0,87.0,65.0,96.0,93.0,8.0,75.0,39.0,50.0,46.0,91.0,12.0,100.0,4.0,16.0,62.0,85.0,8.0,86.0,33.0,4.0,81.0,29.0,11.0,51.0,79.0,55.0,80.0,86.0,2.0,91.0,31.0,82.0,20.0,84.0,83.0,78.0,,,,,,,,
List_114,meanList,13,32.0,7.0,13.0,10.0,127.65146399597843,46.0,41.0,40.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_115,stdList,18,52.0,53.0,,,82.81143948223834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_116,stdList,29,80.0,26.0,24.0,47.0,39.98374349471928,96.0,64.0,16.0,57.0,70.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_117,sumList,72,28.0,34.0,14.0,51.0,1852.661468106812,47.0,69.0,86.0,40.0,15.0,70.0,45.0,73.0,93.0,68.0,70.0,33.0,93.0,98.0,18.0,78.0,8.0,62.0,69.0,28.0,45.0,82.0,56.0,43.0,59.0,16.0,29.0,59.0,26.0,9.0,76.0,21.0,97.0,54.0,78.0,88.0,35.0,59.0,92.0,91.0,64.0,71.0,1.0,78.0,7.0
List_118,sumList,40,26.0,67.0,,,29.52801467826463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_119,stdList,5,49.0,27.0,47.0,50.0,34.40507394674586,95.0,84.0,92.0,53.0,57.0,71.0,25.0,32.0,97.0,20.0,21.0,43.0,14.0,96.0,37.0,46.0,86.0,9.0,38.0,91.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
List_120,stdList,94,87.0,68.0,39.0,96.0,3.6310795553172728,62.0,4.0,70.0,9.0,24.0,78.0,14.0,61.0,90.0,3.0,53.0,5.0,33.0,88.0,85.0,1.0,14.0,60.0,68.0,26.0,14.0,17.0,98.0,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,
List_121,stdList,73,61.0,85.0,98.0,56.0,1117.3580884608414,45.0,41.0,35.0,83.0,20.0,81.0,50.0,14.0,81.0,59.0,23.0,63.0,43.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_122,stdList,88,76.0,68.0,28.0,52.0,1138.881410998958,77.0,4.0,37.0,43.0,17.0,79.0,26.0,24.0,56.0,11.0,7.0,87.0,46.0,30.0,18.0,63.0,100.0,87.0,91.0,100.0,85.0,17.0,86.0,60.0,38.0,77.0,26.0,78.0,71.0,,,,,,,,,,,,,,,,
List_123,stdList,9,37.0,20.0,91.0,43.0,6.798117427773168,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_124,meanList,13,62.0,10.0,85.0,75.0,-15.934269520444134,73.0,75.0,27.0,20.0,76.0,77.0,76.0,95.0,32.0,80.0,45.0,56.0,40.0,4.0,93.0,91.0,12.0,40.0,14.0,28.0,16.0,96.0,77.0,94.0,15.0,61.0,7.0,17.0,6.0,96.0,32.0,1.0,50.0,97.0,81.0,48.0,79.0,4.0,22.0,81.0,48.0,,,,
List_125,meanList,92,70.0,86.0,15.0,43.0,-1420.2480597570502,12.0,4.0,52.0,28.0,27.0,96.0,57.0,40.0,7.0,24.0,20.0,69.0,20.0,19.0,51.0,35.0,20.0,70.0,43.0,59.0,45.0,30.0,11.0,9.0,37.0,1.0,34.0,36.0,14.0,35.0,95.0,67.0,6.0,73.0,24.0,51.0,28.0,91.0,87.0,34.0,97.0,3.0,66.0,,
List_126,stdList,2,29.0,13.0,16.0,14.0,24.467647882499058,60.0,42.0,31.0,2.0,18.0,14.0,44.0,100.0,22.0,60.0,31.0,27.0,33.0,89.0,71.0,53.0,19.0,27.0,9.0,35.0,44.0,62.0,24.0,39.0,98.0,,,,,,,,,,,,,,,,,,,,
List_127,meanList,3,89.0,17.0,39.0,98.0,93.9766414489511,60.0,81.0,18.0,62.0,85.0,44.0,55.0,54.0,47.0,92.0,100.0,25.0,19.0,42.0,45.0,83.0,9.0,5.0,9.0,77.0,88.0,95.0,59.0,39.0,15.0,34.0,79.0,39.0,42.0,,,,,,,,,,,,,,,,
List_128,meanList,1,62.0,41.0,22.0,37.0,17.77815381656029,84.0,90.0,27.0,13.0,85.0,46.0,40.0,16.0,35.0,24.0,71.0,21.0,83.0,44.0,98.0,72.0,96.0,40.0,39.0,76.0,18.0,37.0,89.0,2.0,26.0,34.0,68.0,59.0,70.0,61.0,,,,,,,,,,,,,,,
List_129,stdList,8,35.0,45.0,45.0,91.0,36.2920102948419,34.0,75.0,53.0,30.0,40.0,93.0,72.0,78.0,2.0,89.0,90.0,64.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_130,meanList,56,5.0,18.0,91.0,68.0,24.39842830752493,59.0,54.0,52.0,53.0,27.0,45.0,48.0,21.0,47.0,6.0,15.0,34.0,53.0,17.0,34.0,21.0,88.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_131,meanList,35,20.0,97.0,38.0,99.0,-27.805636901226517,71.0,69.0,67.0,45.0,50.0,4.0,37.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_132,stdList,96,92.0,60.0,33.0,19.0,-19.654159876977918,91.0,90.0,65.0,63.0,63.0,2.0,13.0,16.0,90.0,85.0,12.0,87.0,97.0,96.0,40.0,3.0,73.0,68.0,39.0,39.0,29.0,62.0,26.0,24.0,73.0,27.0,75.0,78.0,11.0,17.0,23.0,3.0,86.0,64.0,25.0,6.0,88.0,76.0,74.0,18.0,93.0,,,,
List_133,sumList,55,57.0,51.0,27.0,41.0,-362.07429724755383,30.0,64.0,32.0,51.0,47.0,23.0,15.0,92.0,27.0,26.0,73.0,10.0,11.0,50.0,56.0,12.0,28.0,5.0,87.0,50.0,98.0,72.0,96.0,38.0,8.0,26.0,42.0,99.0,22.0,64.0,5.0,64.0,57.0,62.0,18.0,96.0,72.0,61.0,79.0,51.0,83.0,32.0,,,
List_134,meanList,88,49.0,67.0,74.0,29.0,20.736938668200814,76.0,76.0,23.0,1.0,63.0,2.0,19.0,59.0,73.0,68.0,64.0,98.0,6.0,34.0,80.0,29.0,43.0,85.0,71.0,9.0,11.0,98.0,,,,,,,,,,,,,,,,,,,,,,,
List_135,meanList,24,23.0,25.0,9.0,21.0,59.87054663013796,88.0,59.0,73.0,100.0,89.0,2.0,12.0,81.0,30.0,50.0,91.0,82.0,64.0,1.0,27.0,61.0,26.0,9.0,7.0,4.0,69.0,1.0,70.0,87.0,96.0,91.0,78.0,34.0,17.0,76.0,58.0,77.0,12.0,9.0,,,,,,,,,,,
List_136,stdList,71,82.0,83.0,85.0,33.0,-75.6227316890399,31.0,56.0,96.0,21.0,65.0,20.0,94.0,73.0,64.0,3.0,47.0,5.0,37.0,34.0,39.0,96.0,23.0,79.0,89.0,74.0,54.0,6.0,1.0,40.0,40.0,39.0,74.0,48.0,79.0,37.0,89.0,16.0,15.0,,,,,,,,,,,,
List_137,sumList,57,15.0,34.0,44.0,47.0,-39.25954268334326,37.0,21.0,34.0,34.0,97.0,70.0,37.0,52.0,99.0,68.0,32.0,50.0,46.0,82.0,72.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_138,stdList,31,90.0,21.0,23.0,14.0,911.8599157567481,42.0,54.0,54.0,11.0,65.0,27.0,3.0,1.0,72.0,86.0,81.0,63.0,25.0,100.0,39.0,63.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_139,sumList,89,21.0,61.0,45.0,74.0,-1.6131228911263298,21.0,88.0,72.0,48.0,86.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_140,stdList,84,59.0,94.0,72.0,3.0,-13.19330412356178,78.0,54.0,47.0,54.0,82.0,26.0,26.0,29.0,23.0,82.0,12.0,27.0,81.0,86.0,44.0,6.0,24.0,52.0,6.0,63.0,28.0,16.0,86.0,87.0,49.0,76.0,98.0,52.0,78.0,70.0,46.0,6.0,76.0,42.0,52.0,10.0,50.0,,,,,,,,
List_141,sumList,30,11.0,86.0,92.0,72.0,9.739161259428178,50.0,46.0,19.0,86.0,65.0,59.0,7.0,34.0,78.0,97.0,95.0,7.0,90.0,3.0,86.0,43.0,97.0,66.0,18.0,10.0,47.0,9.0,16.0,100.0,81.0,23.0,81.0,87.0,18.0,78.0,,,,,,,,,,,,,,,
List_142,sumList,40,70.0,62.0,55.0,70.0,994.7496842905588,59.0,69.0,85.0,66.0,16.0,77.0,6.0,33.0,52.0,56.0,56.0,21.0,59.0,100.0,86.0,5.0,39.0,48.0,51.0,73.0,12.0,79.0,15.0,68.0,59.0,32.0,86.0,93.0,22.0,55.0,15.0,50.0,,,,,,,,,,,,,
List_143,stdList,35,69.0,73.0,47.0,84.0,3687.7255860632317,85.0,84.0,68.0,95.0,81.0,16.0,59.0,64.0,7.0,34.0,76.0,21.0,96.0,66.0,78.0,50.0,29.0,71.0,54.0,91.0,62.0,58.0,4.0,92.0,55.0,8.0,13.0,61.0,87.0,73.0,82.0,9.0,12.0,71.0,,,,,,,,,,,
List_144,stdList,95,43.0,16.0,98.0,33.0,-32.29371519281946,54.0,11.0,12.0,75.0,63.0,79.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_145,sumList,52,9.0,14.0,60.0,55.0,-56.68262766751413,5.0,6.0,83.0,88.0,35.0,51.0,27.0,37.0,16.0,10.0,87.0,15.0,33.0,69.0,1.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_146,meanList,46,70.0,78.0,39.0,33.0,-8.194156733766965,100.0,99.0,60.0,82.0,4.0,15.0,37.0,60.0,86.0,90.0,27.0,15.0,11.0,94.0,34.0,87.0,20.0,43.0,4.0,53.0,13.0,57.0,50.0,26.0,57.0,29.0,3.0,49.0,72.0,100.0,44.0,44.0,,,,,,,,,,,,,
List_147,meanList,91,38.0,44.0,42.0,95.0,-875.0836738794102,52.0,80.0,86.0,35.0,14.0,41.0,59.0,24.0,48.0,15.0,98.0,55.0,75.0,79.0,13.0,86.0,35.0,30.0,22.0,42.0,2.0,60.0,4.0,94.0,38.0,33.0,27.0,99.0,87.0,62.0,70.0,61.0,65.0,12.0,,,,,,,,,,,
List_148,stdList,51,69.0,79.0,38.0,40.0,1518.1627054946478,66.0,69.0,49.0,2.0,90.0,87.0,15.0,63.0,60.0,11.0,42.0,98.0,22.0,24.0,60.0,75.0,78.0,84.0,59.0,21.0,52.0,90.0,16.0,72.0,100.0,97.0,19.0,38.0,31.0,49.0,85.0,40.0,32.0,90.0,,,,,,,,,,,
List_149,sumList,95,69.0,74.0,63.0,45.0,55.03710688995778,4.0,85.0,78.0,25.0,33.0,17.0,93.0,54.0,15.0,52.0,32.0,9.0,62.0,57.0,55.0,46.0,18.0,23.0,92.0,59.0,83.0,8.0,15.0,95.0,52.0,100.0,,,,,,,,,,,,,,,,,,,
List_150,stdList,53,88.0,97.0,98.0,44.0,448.8284695602526,2.0,61.0,80.0,57.0,87.0,73.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_151,meanList,9,66.0,49.0,73.0,62.0,-2.309178569927811,57.0,54.0,65.0,41.0,29.0,5.0,81.0,4.0,93.0,90.0,31.0,82.0,91.0,38.0,5.0,29.0,86.0,53.0,27.0,1.0,14.0,84.0,57.0,70.0,33.0,,,,,,,,,,,,,,,,,,,,
List_152,sumList,24,84.0,40.0,90.0,69.0,482.90949653800016,69.0,81.0,14.0,15.0,95.0,72.0,95.0,97.0,93.0,7.0,63.0,96.0,44.0,35.0,42.0,27.0,37.0,59.0,98.0,54.0,66.0,45.0,14.0,82.0,60.0,,,,,,,,,,,,,,,,,,,,
List_153,sumList,46,46.0,86.0,53.0,83.0,76.27601941132089,25.0,22.0,51.0,58.0,82.0,71.0,69.0,90.0,70.0,4.0,72.0,37.0,2.0,60.0,92.0,50.0,48.0,88.0,22.0,55.0,44.0,51.0,70.0,24.0,74.0,77.0,91.0,,,,,,,,,,,,,,,,,,
List_154,meanList,98,41.0,68.0,11.0,8.0,53.91863782520912,6.0,26.0,63.0,32.0,60.0,36.0,79.0,11.0,34.0,40.0,56.0,20.0,24.0,35.0,86.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_155,stdList,37,77.0,69.0,85.0,42.0,17.972148676317932,28.0,61.0,7.0,14.0,25.0,48.0,43.0,22.0,85.0,51.0,77.0,86.0,41.0,35.0,46.0,30.0,23.0,23.0,94.0,18.0,19.0,37.0,57.0,,,,,,,,,,,,,,,,,,,,,,
List_156,sumList,85,19.0,20.0,49.0,30.0,-775.5995006952614,48.0,24.0,58.0,97.0,13.0,53.0,12.0,29.0,3.0,18.0,57.0,93.0,1.0,12.0,24.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_157,meanList,63,99.0,48.0,18.0,77.0,-674.262694968692,18.0,91.0,74.0,27.0,13.0,9.0,63.0,30.0,64.0,89.0,54.0,59.0,85.0,72.0,56.0,91.0,12.0,31.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_158,stdList,82,54.0,88.0,74.0,12.0,19.225854886123653,2.0,19.0,12.0,93.0,20.0,43.0,33.0,29.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_159,stdList,47,32.0,49.0,26.0,37.0,16.209494455075557,79.0,4.0,73.0,26.0,58.0,29.0,28.0,81.0,18.0,34.0,68.0,52.0,79.0,83.0,15.0,94.0,81.0,23.0,32.0,27.0,45.0,75.0,,,,,,,,,,,,,,,,,,,,,,,
List_160,meanList,67,70.0,73.0,87.0,68.0,-30.714845815566218,57.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_161,stdList,62,99.0,97.0,,,173.33613804107597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_162,meanList,25,93.0,46.0,12.0,60.0,43.75840449541633,46.0,12.0,60.0,18.0,61.0,47.0,70.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_163,stdList,48,81.0,57.0,93.0,65.0,-939.8008672825421,10.0,45.0,38.0,95.0,58.0,44.0,76.0,85.0,89.0,90.0,40.0,31.0,38.0,17.0,47.0,35.0,97.0,93.0,15.0,20.0,48.0,51.0,50.0,23.0,60.0,36.0,77.0,18.0,30.0,72.0,47.0,58.0,17.0,86.0,49.0,75.0,40.0,,,,,,,,
List_164,sumList,84,89.0,,,,201.23138934893714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_165,stdList,31,57.0,92.0,11.0,62.0,82.3187296314302,17.0,83.0,56.0,92.0,21.0,36.0,100.0,61.0,25.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_166,sumList,89,30.0,11.0,98.0,35.0,32.25399310449682,62.0,19.0,56.0,22.0,62.0,66.0,66.0,96.0,19.0,32.0,77.0,25.0,62.0,24.0,51.0,42.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_167,meanList,34,29.0,41.0,66.0,63.0,3350.1576593419272,60.0,70.0,48.0,56.0,40.0,83.0,71.0,14.0,92.0,72.0,68.0,27.0,40.0,11.0,44.0,46.0,39.0,85.0,49.0,97.0,67.0,53.0,18.0,11.0,28.0,72.0,50.0,10.0,3.0,21.0,86.0,96.0,28.0,,,,,,,,,,,,
List_168,sumList,53,88.0,52.0,12.0,39.0,-22.934934478441026,69.0,71.0,33.0,81.0,80.0,31.0,58.0,93.0,16.0,67.0,78.0,89.0,62.0,64.0,52.0,5.0,51.0,25.0,1.0,44.0,1.0,5.0,100.0,35.0,60.0,16.0,2.0,42.0,48.0,33.0,39.0,6.0,1.0,10.0,32.0,18.0,43.0,7.0,23.0,53.0,72.0,48.0,,,
List_169,meanList,84,26.0,,,,-50.168619778335014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_170,stdList,92,5.0,26.0,52.0,73.0,10.056334083965703,99.0,26.0,86.0,8.0,97.0,72.0,47.0,44.0,58.0,13.0,24.0,37.0,6.0,77.0,23.0,48.0,14.0,77.0,14.0,54.0,14.0,51.0,89.0,55.0,95.0,74.0,95.0,23.0,23.0,,,,,,,,,,,,,,,,
List_171,meanList,78,55.0,20.0,75.0,86.0,47.11936441134457,57.0,78.0,100.0,69.0,9.0,97.0,6.0,32.0,1.0,54.0,8.0,27.0,24.0,84.0,12.0,57.0,4.0,34.0,61.0,37.0,19.0,7.0,19.0,92.0,67.0,83.0,58.0,,,,,,,,,,,,,,,,,,
List_172,sumList,25,7.0,58.0,7.0,12.0,-9.270979553053357,56.0,8.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_173,stdList,66,35.0,55.0,16.0,54.0,20.096375309809158,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_174,stdList,45,79.0,56.0,34.0,79.0,91.39576786605791,3.0,55.0,72.0,99.0,45.0,55.0,41.0,8.0,69.0,46.0,19.0,3.0,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_175,stdList,27,48.0,85.0,49.0,40.0,-2.649633614277086,97.0,61.0,22.0,89.0,48.0,18.0,69.0,58.0,48.0,43.0,47.0,76.0,40.0,68.0,57.0,74.0,97.0,37.0,14.0,77.0,58.0,54.0,2.0,,,,,,,,,,,,,,,,,,,,,,
List_176,sumList,14,45.0,37.0,94.0,,-24.78201343313535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_177,sumList,71,46.0,2.0,83.0,52.0,-22.21254849121978,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_178,stdList,32,59.0,66.0,10.0,18.0,265.1551172987694,40.0,79.0,19.0,85.0,54.0,85.0,75.0,65.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_179,sumList,91,20.0,8.0,64.0,83.0,2767.4476940185577,61.0,31.0,25.0,48.0,36.0,75.0,100.0,30.0,34.0,78.0,80.0,66.0,4.0,91.0,40.0,62.0,5.0,67.0,21.0,61.0,39.0,59.0,25.0,57.0,34.0,45.0,14.0,14.0,2.0,35.0,68.0,46.0,32.0,27.0,93.0,34.0,85.0,8.0,75.0,82.0,92.0,,,,
List_180,stdList,62,51.0,45.0,64.0,21.0,-168.31233885345284,89.0,34.0,52.0,4.0,53.0,10.0,33.0,39.0,11.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_181,meanList,58,26.0,80.0,61.0,92.0,7.485918302178351,82.0,81.0,64.0,2.0,53.0,39.0,97.0,91.0,84.0,87.0,88.0,90.0,8.0,49.0,64.0,62.0,18.0,92.0,74.0,92.0,29.0,54.0,21.0,1.0,56.0,57.0,16.0,6.0,3.0,71.0,31.0,,,,,,,,,,,,,,
List_182,meanList,92,53.0,67.0,37.0,27.0,44.48384968673555,47.0,13.0,93.0,38.0,45.0,24.0,96.0,11.0,31.0,68.0,36.0,85.0,87.0,14.0,87.0,85.0,68.0,69.0,98.0,4.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,
List_183,sumList,20,46.0,46.0,27.0,66.0,85.30926770613979,93.0,44.0,95.0,13.0,24.0,78.0,15.0,29.0,8.0,87.0,80.0,20.0,35.0,45.0,15.0,45.0,90.0,17.0,59.0,95.0,66.0,58.0,51.0,83.0,5.0,83.0,70.0,77.0,48.0,84.0,33.0,95.0,32.0,,,,,,,,,,,,
List_184,stdList,61,81.0,65.0,5.0,88.0,100.95131712863417,96.0,61.0,38.0,46.0,19.0,12.0,21.0,14.0,4.0,36.0,39.0,45.0,44.0,68.0,10.0,58.0,10.0,29.0,95.0,15.0,87.0,8.0,12.0,89.0,31.0,5.0,94.0,19.0,9.0,100.0,94.0,100.0,98.0,19.0,5.0,86.0,15.0,,,,,,,,
List_185,meanList,3,28.0,26.0,36.0,36.0,6.92476954084418,74.0,45.0,63.0,34.0,67.0,78.0,78.0,59.0,87.0,4.0,70.0,88.0,73.0,86.0,57.0,30.0,7.0,15.0,22.0,70.0,50.0,83.0,81.0,4.0,45.0,90.0,83.0,54.0,54.0,100.0,87.0,27.0,50.0,17.0,4.0,93.0,81.0,94.0,10.0,78.0,84.0,,,,
List_186,sumList,76,65.0,36.0,31.0,5.0,8.350629846258855,61.0,4.0,15.0,85.0,83.0,11.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_187,meanList,4,58.0,3.0,56.0,32.0,34.43220606416676,74.0,49.0,35.0,35.0,92.0,28.0,88.0,2.0,91.0,78.0,18.0,33.0,63.0,53.0,46.0,15.0,90.0,67.0,34.0,65.0,75.0,98.0,24.0,83.0,,,,,,,,,,,,,,,,,,,,,
List_188,sumList,63,88.0,57.0,45.0,50.0,-1238.9091678128095,20.0,55.0,91.0,89.0,29.0,93.0,43.0,28.0,85.0,42.0,22.0,69.0,11.0,47.0,22.0,83.0,13.0,2.0,63.0,57.0,68.0,32.0,,,,,,,,,,,,,,,,,,,,,,,
List_189,stdList,28,18.0,50.0,56.0,74.0,40.621756803924995,81.0,59.0,100.0,55.0,28.0,57.0,30.0,36.0,36.0,100.0,3.0,4.0,82.0,85.0,48.0,90.0,92.0,38.0,49.0,15.0,90.0,4.0,12.0,86.0,80.0,33.0,95.0,92.0,11.0,99.0,74.0,40.0,35.0,100.0,,,,,,,,,,,
List_190,sumList,87,63.0,48.0,71.0,82.0,177.61188171040536,71.0,78.0,85.0,23.0,3.0,66.0,99.0,11.0,96.0,69.0,83.0,14.0,25.0,10.0,97.0,67.0,57.0,18.0,48.0,24.0,92.0,80.0,46.0,78.0,62.0,23.0,9.0,55.0,78.0,49.0,2.0,88.0,57.0,85.0,30.0,60.0,,,,,,,,,
